# Admin-default TalentBuild picks — generated by wow:export-default-talents.
# Applied by wow:apply-default-talents — deliberately NOT wired into import:spelldata
# automatically, so an admin actively re-curating a live build via /admin/talent-builds
# does not get silently reverted by an unrelated routine spell-data re-import.
# Re-export after any deliberate build change you want to become the new baseline
# for fresh environments.
#
# Format: class_slug | spec_slug | kind(pve|pvp) | spell_id | rank | name (comment only)
#   - pve rows: rank disambiguates a multi-rank node sharing one spell_id across ranks.
#   - pvp rows: rank is always blank (PvP talents have no rank concept).
# Regenerated wholesale each export — do not hand-edit, re-export instead.

# Death Knight / Blood (exported 2026-08-18)
deathknight | blood | pve | 205727 | 1 | Anti-Magic Barrier
monk | mistweaver | pve | 388874 | 1 | Improved Detox
monk | mistweaver | pve | 322113 | 1 | Improved Touch of Death
monk | mistweaver | pve | 274586 | 1 | Invigorating Mists
monk | mistweaver | pve | 325197 | 1 | Invoke Chi-Ji, the Red Crane
monk | mistweaver | pve | 388031 | 1 | Jade Bond
monk | mistweaver | pve | 450553 | 1 | Jade Walk
monk | mistweaver | pve | 116849 | 1 | Life Cocoon
monk | mistweaver | pve | 449582 | 1 | Lighter Than Air
monk | mistweaver | pve | 458431 | 1 | Lotus Infusion
monk | mistweaver | pve | 115869 | 1 | Mana Tea
monk | mistweaver | pve | 450875 | 1 | Manifestation
monk | mistweaver | pve | 451036 | 1 | Mantra of Purity
monk | mistweaver | pve | 450427 | 2 | Martial Instincts
monk | mistweaver | pve | 1271105 | 1 | Meditative Focus
monk | mistweaver | pve | 1266811 | 1 | Mist Caller
monk | mistweaver | pve | 197900 | 1 | Mist Wrap
monk | mistweaver | pve | 1280297 | 1 | Mistline
monk | mistweaver | pve | 388548 | 1 | Mists of Life
monk | mistweaver | pve | 1268817 | 1 | Misty Coalescence
monk | mistweaver | pve | 1277302 | 1 | Morning Breeze
monk | mistweaver | pve | 388511 | 1 | Overflowing Mists
monk | mistweaver | pve | 451024 | 1 | Overwhelming Force
monk | mistweaver | pve | 115078 | 1 | Paralysis
monk | mistweaver | pve | 450448 | 1 | Peace and Prosperity
monk | mistweaver | pve | 388593 | 1 | Peaceful Mending
monk | mistweaver | pve | 173841 | 1 | Pool of Mists
monk | mistweaver | pve | 1271048 | 1 | Potential Energy
monk | mistweaver | pve | 450503 | 1 | Quick Footed
monk | mistweaver | pve | 388847 | 2 | Rapid Diffusion
monk | mistweaver | pve | 1266740 | 1 | Reinvigoration
monk | mistweaver | pve | 388615 | 1 | Restoral
monk | mistweaver | pve | 107428 | 1 | Rising Sun Kick
monk | mistweaver | pve | 467307 | 1 | Rushing Wind Kick
monk | mistweaver | pve | 389579 | 1 | Save Them All
monk | mistweaver | pve | 388491 | 2 | Secret Infusion
monk | mistweaver | pve | 399491 | 1 | Sheilun's Gift
monk | mistweaver | pve | 1266719 | 1 | Silent Sanctuary
monk | mistweaver | pve | 198898 | 1 | Song of Chi-Ji
monk | mistweaver | pve | 115175 | 1 | Soothing Mist
monk | mistweaver | pve | 450595 | 1 | Spirit's Essence
monk | mistweaver | pve | 1260511 | 1 | Spiritfont
monk | mistweaver | pve | 1266733 | 1 | Stillstep Coil
monk | mistweaver | pve | 115313 | 1 | Summon Jade Serpent Statue
monk | mistweaver | pve | 450622 | 1 | Swift Art
monk | mistweaver | pve | 116680 | 1 | Thunder Focus Tea
monk | mistweaver | pve | 264348 | 1 | Tiger Tail Sweep
monk | mistweaver | pve | 116841 | 1 | Tiger's Lust
monk | mistweaver | pve | 451041 | 1 | Tiger's Vigor
monk | mistweaver | pve | 101643 | 1 | Transcendence
monk | mistweaver | pve | 388551 | 1 | Uplifted Spirits
monk | mistweaver | pve | 400053 | 1 | Veil of Pride
monk | mistweaver | pve | 1266748 | 1 | Vital Clarity
monk | mistweaver | pve | 388812 | 1 | Vivacious Vivification
monk | mistweaver | pve | 388812 | 1 | Vivacious Vivification
monk | mistweaver | pve | 388812 | 1 | Vivacious Vivification
monk | mistweaver | pve | 450965 | 1 | Way of a Thousand Strikes
monk | mistweaver | pve | 1243155 | 1 | Way of the Serpent
monk | mistweaver | pve | 157411 | 1 | Windwalking
monk | mistweaver | pve | 414131 | 1 | Yu'lon's Grace
monk | mistweaver | pvp | 353584 | | Eminence
monk | mistweaver | pvp | 353313 | | Peaceweaver
monk | mistweaver | pvp | 468430 | | Zen Focus Tea
monk | mistweaver | pvp | 1243554 | | Zen Spheres

# Monk / Windwalker (exported 2026-08-18)
monk | windwalker | pve | 344359 | 2 | Ancient Arts
monk | windwalker | pve | 115396 | 1 | Ascension
monk | windwalker | pve | 450520 | 1 | Bounding Agility
monk | windwalker | pve | 451485 | 1 | Brawler's Intensity
monk | windwalker | pve | 388664 | 1 | Calming Presence
monk | windwalker | pve | 115173 | 1 | Celerity
monk | windwalker | pve | 450426 | 2 | Chi Proficiency
monk | windwalker | pve | 121817 | 1 | Combat Wisdom
monk | windwalker | pve | 137384 | 1 | Combo Breaker
monk | windwalker | pve | 451576 | 1 | Communion With Wind
monk | windwalker | pve | 1248747 | 1 | Crashing Fists
monk | windwalker | pve | 325201 | 1 | Dance of Chi-Ji
monk | windwalker | pve | 432181 | 1 | Dance of the Wind
monk | windwalker | pve | 432181 | 1 | Dance of the Wind
monk | windwalker | pve | 414132 | 1 | Dance of the Wind
monk | windwalker | pve | 218164 | 1 | Detox
monk | windwalker | pve | 1243287 | 1 | Diffuse Magic
monk | windwalker | pve | 116095 | 1 | Disable
monk | windwalker | pve | 451823 | 1 | Dual Threat
monk | windwalker | pve | 1250042 | 1 | Echo Technique
monk | windwalker | pve | 388681 | 1 | Elusive Mists
monk | windwalker | pve | 451498 | 1 | Energy Burst
monk | windwalker | pve | 450631 | 1 | Energy Transfer
monk | windwalker | pve | 450631 | 1 | Energy Transfer
monk | windwalker | pve | 394110 | 1 | Escape from Reality
monk | windwalker | pve | 388809 | 1 | Fast Feet
monk | windwalker | pve | 1261543 | 1 | Fast Feet
monk | windwalker | pve | 394123 | 1 | Fatal Touch
monk | windwalker | pve | 458623 | 2 | Ferociousness
monk | windwalker | pve | 388674 | 2 | Ferocity of Xuen
monk | windwalker | pve | 113656 | 1 | Fists of Fury
monk | windwalker | pve | 450569 | 1 | Flow of Chi
monk | windwalker | pve | 115203 | 1 | Fortifying Brew
monk | windwalker | pve | 392958 | 1 | Glory of the Dawn
monk | windwalker | pve | 388811 | 1 | Grace of the Crane
monk | windwalker | pve | 450560 | 1 | Healing Winds
monk | windwalker | pve | 196740 | 1 | Hit Combo
monk | windwalker | pve | 322113 | 1 | Improved Touch of Death
monk | windwalker | pve | 397768 | 1 | Inner Peace
monk | windwalker | pve | 388814 | 1 | Ironshell Brew
monk | windwalker | pve | 451529 | 1 | Knowledge of the Broken Temple
monk | windwalker | pve | 449582 | 1 | Lighter Than Air
monk | windwalker | pve | 1272685 | 1 | Martial Agility
monk | windwalker | pve | 450427 | 2 | Martial Instincts
monk | windwalker | pve | 454969 | 1 | Memory of the Monastery
monk | windwalker | pve | 451294 | 1 | Momentum Boost
monk | windwalker | pve | 1249832 | 1 | Obsidian Spiral
monk | windwalker | pve | 115078 | 1 | Paralysis
monk | windwalker | pve | 450448 | 1 | Peace and Prosperity
monk | windwalker | pve | 450503 | 1 | Quick Footed
monk | windwalker | pve | 1266740 | 1 | Reinvigoration
monk | windwalker | pve | 116844 | 1 | Ring of Peace
monk | windwalker | pve | 388849 | 1 | Rising Star
monk | windwalker | pve | 107428 | 1 | Rising Sun Kick
monk | windwalker | pve | 1250566 | 1 | Rushing Wind Kick
monk | windwalker | pve | 451515 | 1 | Sequenced Strikes
monk | windwalker | pve | 392982 | 1 | Shadowboxing Treads
monk | windwalker | pve | 261917 | 1 | Sharp Reflexes
monk | windwalker | pve | 1248704 | 1 | Skyfire Heel
monk | windwalker | pve | 115175 | 1 | Soothing Mist
monk | windwalker | pve | 116705 | 1 | Spear Hand Strike
monk | windwalker | pve | 450595 | 1 | Spirit's Essence
monk | windwalker | pve | 280197 | 1 | Spiritual Focus
monk | windwalker | pve | 1266733 | 1 | Stillstep Coil
monk | windwalker | pve | 387276 | 1 | Strength of Spirit
monk | windwalker | pve | 387276 | 1 | Strength of Spirit
monk | windwalker | pve | 392983 | 1 | Strike of the Windlord
monk | windwalker | pve | 1272415 | 1 | Sunfire Spiral
monk | windwalker | pve | 450622 | 1 | Swift Art
monk | windwalker | pve | 116645 | 1 | Teachings of the Monastery
monk | windwalker | pve | 392985 | 1 | Thunderfist
monk | windwalker | pve | 1272781 | 1 | Tiger Fang
monk | windwalker | pve | 264348 | 1 | Tiger Tail Sweep
monk | windwalker | pve | 116841 | 1 | Tiger's Lust
monk | windwalker | pve | 1261703 | 1 | Tigereye Brew
monk | windwalker | pve | 388856 | 1 | Touch of the Tiger
monk | windwalker | pve | 101643 | 1 | Transcendence
monk | windwalker | pve | 1272175 | 1 | Universal Energy
monk | windwalker | pve | 392900 | 1 | Vigorous Expulsion
monk | windwalker | pve | 392900 | 1 | Vigorous Expulsion
monk | windwalker | pve | 388812 | 1 | Vivacious Vivification
monk | windwalker | pve | 388812 | 1 | Vivacious Vivification
monk | windwalker | pve | 388812 | 1 | Vivacious Vivification
monk | windwalker | pve | 1272678 | 1 | Weapon of Wind
monk | windwalker | pve | 450514 | 1 | Wind's Reach
monk | windwalker | pve | 157411 | 1 | Windwalking
monk | windwalker | pve | 392993 | 1 | Xuen's Battlegear
monk | windwalker | pve | 414131 | 1 | Yu'lon's Grace
monk | windwalker | pve | 1249625 | 1 | Zenith
monk | windwalker | pve | 1272694 | 1 | Zenith Stomp
monk | windwalker | pvp | 233759 | | Grapple Weapon
monk | windwalker | pvp | 201372 | | Ride the Wind
monk | windwalker | pvp | 287681 | | Turbo Fists
monk | windwalker | pvp | 357633 | | Wind Waker

# Paladin / Holy (exported 2026-08-18)
paladin | holy | pve | 469411 | 2 | A Just Reward
paladin | holy | pve | 385414 | 1 | Afterimage
paladin | holy | pve | 385414 | 1 | Afterimage
paladin | holy | pve | 385414 | 1 | Afterimage
paladin | holy | pve | 1277443 | 1 | Armory of Light
paladin | holy | pve | 31821 | 1 | Aura Mastery
paladin | holy | pve | 385633 | 1 | Auras of the Resolute
paladin | holy | pve | 216331 | 1 | Avenging Crusader
paladin | holy | pve | 417855 | 1 | Awestruck
paladin | holy | pve | 156910 | 1 | Beacon of Faith
paladin | holy | pve | 197446 | 1 | Beacon of the Lightbringer
paladin | holy | pve | 1244878 | 1 | Beacon of the Savior
paladin | holy | pve | 448040 | 1 | Bestow Light
paladin | holy | pve | 433015 | 1 | Blessed Assurance
paladin | holy | pve | 469770 | 1 | Blessed Calling
paladin | holy | pve | 183416 | 1 | Blessing of Dawn
paladin | holy | pve | 1241945 | 1 | Blessing of Dusk
paladin | holy | pve | 1044 | 1 | Blessing of Freedom
paladin | holy | pve | 1022 | 1 | Blessing of Protection
paladin | holy | pve | 6940 | 1 | Blessing of Sacrifice
paladin | holy | pve | 433011 | 1 | Blessing of the Forge
paladin | holy | pve | 115750 | 1 | Blinding Light
paladin | holy | pve | 230332 | 1 | Cavalier
paladin | holy | pve | 387781 | 1 | Commanding Light
paladin | holy | pve | 204054 | 1 | Consecrated Ground
paladin | holy | pve | 196926 | 1 | Crusader's Might
paladin | holy | pve | 1270916 | 1 | Divine Favor
paladin | holy | pve | 387805 | 1 | Divine Glimpse
paladin | holy | pve | 432964 | 1 | Divine Inspiration
paladin | holy | pve | 1271077 | 1 | Divine Overload
paladin | holy | pve | 408459 | 1 | Divine Purpose
paladin | holy | pve | 223817 | 1 | Divine Purpose
paladin | holy | pve | 223817 | 1 | Divine Purpose
paladin | holy | pve | 469476 | 1 | Divine Reach
paladin | holy | pve | 387808 | 1 | Divine Revelations
paladin | holy | pve | 190784 | 1 | Divine Steed
paladin | holy | pve | 375576 | 1 | Divine Toll
paladin | holy | pve | 375576 | 1 | Divine Toll
paladin | holy | pve | 387791 | 1 | Empyreal Ward
paladin | holy | pve | 1241358 | 1 | Empyrean Legacy
paladin | holy | pve | 461278 | 1 | Extrication
paladin | holy | pve | 406101 | 1 | Faith's Armor
paladin | holy | pve | 1265541 | 1 | Fear No Evil
paladin | holy | pve | 234299 | 1 | Fist of Justice
paladin | holy | pve | 1241805 | 1 | Glistening Radiance
paladin | holy | pve | 461246 | 1 | Glorious Dawn
paladin | holy | pve | 231663 | 1 | Greater Judgment
paladin | holy | pve | 231644 | 1 | Greater Judgment
paladin | holy | pve | 404357 | 1 | Guided Prayer
paladin | holy | pve | 433718 | 1 | Hammer and Anvil
paladin | holy | pve | 1241288 | 1 | Hammer of Wrath
paladin | holy | pve | 1242008 | 1 | Hand of Divinity
paladin | holy | pve | 385515 | 1 | Holy Aegis
paladin | holy | pve | 469445 | 1 | Holy Reprieve
paladin | holy | pve | 199422 | 1 | Holy Ritual
paladin | holy | pve | 20473 | 1 | Holy Shock
paladin | holy | pve | 392961 | 1 | Imbued Infusions
paladin | holy | pve | 384909 | 1 | Improved Blessing of Protection
paladin | holy | pve | 393024 | 1 | Improved Cleanse
paladin | holy | pve | 392907 | 1 | Inflorescence of the Sunwell
paladin | holy | pve | 53576 | 1 | Infusion of Light
paladin | holy | pve | 469439 | 1 | Inspired Guard
paladin | holy | pve | 633 | 1 | Lay on Hands
paladin | holy | pve | 432866 | 1 | Laying Down Arms
paladin | holy | pve | 469780 | 1 | Lead the Charge
paladin | holy | pve | 85222 | 1 | Light of Dawn
paladin | holy | pve | 447985 | 1 | Light of the Martyr
paladin | holy | pve | 414073 | 1 | Light's Conviction
paladin | holy | pve | 469325 | 1 | Light's Countenance
paladin | holy | pve | 461243 | 1 | Light's Protection
paladin | holy | pve | 146956 | 1 | Light's Revocation
paladin | holy | pve | 469416 | 1 | Lightbearer
paladin | holy | pve | 1271387 | 1 | Masterwork
paladin | holy | pve | 387786 | 1 | Moment of Compassion
paladin | holy | pve | 385427 | 2 | Obduracy
paladin | holy | pve | 1232616 | 1 | Pillars of Light
paladin | holy | pve | 379391 | 1 | Quickened Invocation
paladin | holy | pve | 379391 | 1 | Quickened Invocation
paladin | holy | pve | 379391 | 1 | Quickened Invocation
paladin | holy | pve | 415364 | 1 | Reclamation
paladin | holy | pve | 1271466 | 1 | Reflection of Radiance
paladin | holy | pve | 1271553 | 1 | Resounding Strike
paladin | holy | pve | 414113 | 1 | Righteous Judgment
paladin | holy | pve | 469321 | 1 | Righteous Protection
paladin | holy | pve | 1241542 | 1 | Ringing of the Heavens
paladin | holy | pve | 1277651 | 1 | Rising Sunlight
paladin | holy | pve | 384820 | 1 | Sacrifice of the Just
paladin | holy | pve | 402964 | 2 | Sanctified Plates
paladin | holy | pve | 53376 | 1 | Sanctified Wrath
paladin | holy | pve | 157047 | 1 | Saved by the Light
paladin | holy | pve | 385450 | 2 | Seal of Might
paladin | holy | pve | 1271016 | 1 | Seek Deliverance
paladin | holy | pve | 469434 | 1 | Selfless Healer
paladin | holy | pve | 432821 | 1 | Shared Resolve
paladin | holy | pve | 414443 | 1 | Shining Righteousness
paladin | holy | pve | 432802 | 1 | Solidarity
paladin | holy | pve | 469316 | 1 | Stoicism
paladin | holy | pve | 469701 | 1 | Tempered in Battle
paladin | holy | pve | 414720 | 1 | Tirion's Devotion
paladin | holy | pve | 461273 | 1 | Truth Prevails
paladin | holy | pve | 305394 | 1 | Unbound Freedom
paladin | holy | pve | 305394 | 1 | Unbound Freedom
paladin | holy | pve | 305394 | 1 | Unbound Freedom
paladin | holy | pve | 114154 | 1 | Unbreakable Spirit
paladin | holy | pve | 392911 | 1 | Unwavering Spirit
paladin | holy | pve | 432919 | 1 | Valiance
paladin | holy | pve | 392938 | 1 | Veneration
paladin | holy | pve | 1241958 | 2 | Vengeful Wrath
paladin | holy | pvp | 204018 | | Blessing of Spellwarding
paladin | holy | pvp | 199330 | | Cleanse the Weak
paladin | holy | pvp | 199324 | | Divine Vision
paladin | holy | pvp | 199456 | | Spreading the Word

# Paladin / Protection (exported 2026-08-18)
paladin | protection | pve | 385414 | 1 | Afterimage
paladin | protection | pve | 385414 | 1 | Afterimage
paladin | protection | pve | 385414 | 1 | Afterimage
paladin | protection | pve | 31850 | 1 | Ardent Defender
paladin | protection | pve | 385633 | 1 | Auras of the Resolute
paladin | protection | pve | 31935 | 1 | Avenger's Shield
paladin | protection | pve | 31884 | 1 | Avenging Wrath
paladin | protection | pve | 469770 | 1 | Blessed Calling
paladin | protection | pve | 204019 | 1 | Blessed Hammer
paladin | protection | pve | 1301732 | 1 | Blessed Word
paladin | protection | pve | 183416 | 1 | Blessing of Dawn
paladin | protection | pve | 1241945 | 1 | Blessing of Dusk
paladin | protection | pve | 1044 | 1 | Blessing of Freedom
paladin | protection | pve | 1022 | 1 | Blessing of Protection
paladin | protection | pve | 6940 | 1 | Blessing of Sacrifice
paladin | protection | pve | 204018 | 1 | Blessing of Spellwarding
paladin | protection | pve | 204018 | 1 | Blessing of Spellwarding
paladin | protection | pve | 433011 | 1 | Blessing of the Forge
paladin | protection | pve | 115750 | 1 | Blinding Light
paladin | protection | pve | 1265549 | 1 | Brought to Light
paladin | protection | pve | 209389 | 1 | Bulwark of Order
paladin | protection | pve | 386653 | 1 | Bulwark of Righteous Fury
paladin | protection | pve | 230332 | 1 | Cavalier
paladin | protection | pve | 213644 | 1 | Cleanse Toxins
paladin | protection | pve | 204054 | 1 | Consecrated Ground
paladin | protection | pve | 379022 | 2 | Consecration in Flame
paladin | protection | pve | 204023 | 1 | Crusader's Judgment
paladin | protection | pve | 433106 | 1 | Divine Guidance
paladin | protection | pve | 432964 | 1 | Divine Inspiration
paladin | protection | pve | 408459 | 1 | Divine Purpose
paladin | protection | pve | 223817 | 1 | Divine Purpose
paladin | protection | pve | 223817 | 1 | Divine Purpose
paladin | protection | pve | 469409 | 1 | Divine Spurs
paladin | protection | pve | 190784 | 1 | Divine Steed
paladin | protection | pve | 375576 | 1 | Divine Toll
paladin | protection | pve | 375576 | 1 | Divine Toll
paladin | protection | pve | 387791 | 1 | Empyreal Ward
paladin | protection | pve | 1246481 | 1 | Empyrean Authority
paladin | protection | pve | 1246481 | 1 | Empyrean Authority
paladin | protection | pve | 469309 | 1 | Eye for an Eye
paladin | protection | pve | 406101 | 1 | Faith's Armor
paladin | protection | pve | 1265541 | 1 | Fear No Evil
paladin | protection | pve | 378762 | 2 | Ferren Marcus's Fervor
paladin | protection | pve | 204077 | 1 | Final Stand
paladin | protection | pve | 234299 | 1 | Fist of Justice
paladin | protection | pve | 378279 | 1 | Gift of the Golden Val'kyr
paladin | protection | pve | 1267203 | 1 | Glory of the Vanguard
paladin | protection | pve | 85043 | 1 | Grand Crusader
paladin | protection | pve | 231663 | 1 | Greater Judgment
paladin | protection | pve | 231644 | 1 | Greater Judgment
paladin | protection | pve | 86659 | 1 | Guardian of Ancient Kings
paladin | protection | pve | 404357 | 1 | Guided Prayer
paladin | protection | pve | 433718 | 1 | Hammer and Anvil
paladin | protection | pve | 1241288 | 1 | Hammer of Wrath
paladin | protection | pve | 315924 | 1 | Hand of the Protector
paladin | protection | pve | 315924 | 1 | Hand of the Protector
paladin | protection | pve | 385515 | 1 | Holy Aegis
paladin | protection | pve | 432459 | 1 | Holy Bulwark
paladin | protection | pve | 469445 | 1 | Holy Reprieve
paladin | protection | pve | 199422 | 1 | Holy Ritual
paladin | protection | pve | 1276945 | 1 | Imbued Shield
paladin | protection | pve | 384909 | 1 | Improved Blessing of Protection
paladin | protection | pve | 469439 | 1 | Inspired Guard
paladin | protection | pve | 633 | 1 | Lay on Hands
paladin | protection | pve | 432866 | 1 | Laying Down Arms
paladin | protection | pve | 469780 | 1 | Lead the Charge
paladin | protection | pve | 378405 | 1 | Light of the Titans
paladin | protection | pve | 469325 | 1 | Light's Countenance
paladin | protection | pve | 146956 | 1 | Light's Revocation
paladin | protection | pve | 469416 | 1 | Lightbearer
paladin | protection | pve | 403479 | 1 | Lightforged Blessing
paladin | protection | pve | 406468 | 1 | Lightforged Blessing
paladin | protection | pve | 406468 | 1 | Lightforged Blessing
paladin | protection | pve | 406468 | 1 | Lightforged Blessing
paladin | protection | pve | 1271387 | 1 | Masterwork
paladin | protection | pve | 385427 | 2 | Obduracy
paladin | protection | pve | 403530 | 1 | Punishment
paladin | protection | pve | 403530 | 1 | Punishment
paladin | protection | pve | 379391 | 1 | Quickened Invocation
paladin | protection | pve | 379391 | 1 | Quickened Invocation
paladin | protection | pve | 379391 | 1 | Quickened Invocation
paladin | protection | pve | 96231 | 1 | Rebuke
paladin | protection | pve | 96231 | 1 | Rebuke
paladin | protection | pve | 469883 | 1 | Refining Fire
paladin | protection | pve | 1271466 | 1 | Reflection of Radiance
paladin | protection | pve | 383388 | 1 | Relentless Inquisitor
paladin | protection | pve | 1271553 | 1 | Resounding Strike
paladin | protection | pve | 469321 | 1 | Righteous Protection
paladin | protection | pve | 204074 | 1 | Righteous Protector
paladin | protection | pve | 433568 | 1 | Rite of Sanctification
paladin | protection | pve | 384820 | 1 | Sacrifice of the Just
paladin | protection | pve | 402964 | 2 | Sanctified Plates
paladin | protection | pve | 379021 | 1 | Sanctuary
paladin | protection | pve | 379021 | 1 | Sanctuary
paladin | protection | pve | 384815 | 1 | Seal of Charity
paladin | protection | pve | 385450 | 2 | Seal of Might
paladin | protection | pve | 432821 | 1 | Shared Resolve
paladin | protection | pve | 321136 | 1 | Shining Light
paladin | protection | pve | 378457 | 1 | Soaring Shield
paladin | protection | pve | 1245891 | 1 | Solace
paladin | protection | pve | 432802 | 1 | Solidarity
paladin | protection | pve | 469316 | 1 | Stoicism
paladin | protection | pve | 393071 | 1 | Strength in Adversity
paladin | protection | pve | 1246488 | 1 | Sweeping Verdict
paladin | protection | pve | 469701 | 1 | Tempered in Battle
paladin | protection | pve | 378285 | 2 | Tyr's Enforcer
paladin | protection | pve | 305394 | 1 | Unbound Freedom
paladin | protection | pve | 305394 | 1 | Unbound Freedom
paladin | protection | pve | 305394 | 1 | Unbound Freedom
paladin | protection | pve | 114154 | 1 | Unbreakable Spirit
paladin | protection | pve | 1244019 | 1 | Undying Embers
paladin | protection | pve | 432919 | 1 | Valiance
paladin | protection | pve | 1241958 | 2 | Vengeful Wrath
paladin | protection | pve | 1245354 | 1 | Vision of Sanctity
paladin | protection | pve | 391142 | 2 | Zealot's Paragon
paladin | protection | pvp | 468454 | | Bear the Burden
paladin | protection | pvp | 228049 | | Guardian of the Forgotten Queen
paladin | protection | pvp | 215652 | | Shield of Virtue
paladin | protection | pvp | 210341 | | Warrior of Light

# Paladin / Retribution (exported 2026-08-18)
paladin | retribution | pve | 406064 | 1 | Art of War
paladin | retribution | pve | 385633 | 1 | Auras of the Resolute
paladin | retribution | pve | 439760 | 1 | Aurora
paladin | retribution | pve | 31884 | 1 | Avenging Wrath
paladin | retribution | pve | 184575 | 1 | Blade of Justice
paladin | retribution | pve | 403826 | 1 | Blade of Vengeance
paladin | retribution | pve | 403664 | 2 | Blades of Light
paladin | retribution | pve | 469770 | 1 | Blessed Calling
paladin | retribution | pve | 403010 | 1 | Blessed Champion
paladin | retribution | pve | 445200 | 1 | Blessing of An'she
paladin | retribution | pve | 183416 | 1 | Blessing of Dawn
paladin | retribution | pve | 1241945 | 1 | Blessing of Dusk
paladin | retribution | pve | 1044 | 1 | Blessing of Freedom
paladin | retribution | pve | 1022 | 1 | Blessing of Protection
paladin | retribution | pve | 6940 | 1 | Blessing of Sacrifice
paladin | retribution | pve | 115750 | 1 | Blinding Light
paladin | retribution | pve | 1263920 | 1 | Born in Sunlight
paladin | retribution | pve | 446663 | 1 | Burn to Ash
paladin | retribution | pve | 403026 | 1 | Burning Crusade
paladin | retribution | pve | 230332 | 1 | Cavalier
paladin | retribution | pve | 213644 | 1 | Cleanse Toxins
paladin | retribution | pve | 204054 | 1 | Consecrated Ground
paladin | retribution | pve | 1253598 | 1 | Crusade
paladin | retribution | pve | 404542 | 1 | Crusading Strikes
paladin | retribution | pve | 431377 | 1 | Dawnlight
paladin | retribution | pve | 386738 | 1 | Divine Resonance
paladin | retribution | pve | 386738 | 1 | Divine Resonance
paladin | retribution | pve | 384027 | 1 | Divine Resonance
paladin | retribution | pve | 190784 | 1 | Divine Steed
paladin | retribution | pve | 53385 | 1 | Divine Storm
paladin | retribution | pve | 375576 | 1 | Divine Toll
paladin | retribution | pve | 375576 | 1 | Divine Toll
paladin | retribution | pve | 406872 | 2 | Divine Wrath
paladin | retribution | pve | 387791 | 1 | Empyreal Ward
paladin | retribution | pve | 387170 | 1 | Empyrean Legacy
paladin | retribution | pve | 1263787 | 1 | Endless Gleam
paladin | retribution | pve | 156322 | 1 | Eternal Flame
paladin | retribution | pve | 343527 | 1 | Execution Sentence
paladin | retribution | pve | 383344 | 1 | Expurgation
paladin | retribution | pve | 406101 | 1 | Faith's Armor
paladin | retribution | pve | 383328 | 1 | Final Verdict
paladin | retribution | pve | 234299 | 1 | Fist of Justice
paladin | retribution | pve | 231663 | 1 | Greater Judgment
paladin | retribution | pve | 231644 | 1 | Greater Judgment
paladin | retribution | pve | 404357 | 1 | Guided Prayer
paladin | retribution | pve | 1241288 | 1 | Hammer of Wrath
paladin | retribution | pve | 326734 | 1 | Healing Hands
paladin | retribution | pve | 406154 | 2 | Heart of the Crusader
paladin | retribution | pve | 404512 | 1 | Highlord's Wrath
paladin | retribution | pve | 385515 | 1 | Holy Aegis
paladin | retribution | pve | 383342 | 1 | Holy Blade
paladin | retribution | pve | 406545 | 1 | Holy Flames
paladin | retribution | pve | 469445 | 1 | Holy Reprieve
paladin | retribution | pve | 199422 | 1 | Holy Ritual
paladin | retribution | pve | 405461 | 1 | Improved Judgment
paladin | retribution | pve | 469439 | 1 | Inspired Guard
paladin | retribution | pve | 406157 | 1 | Judge, Jury and Executioner
paladin | retribution | pve | 403495 | 1 | Judgment of Justice
paladin | retribution | pve | 402971 | 1 | Jurisdiction
paladin | retribution | pve | 633 | 1 | Lay on Hands
paladin | retribution | pve | 469780 | 1 | Lead the Charge
paladin | retribution | pve | 1261113 | 1 | Light Within
paladin | retribution | pve | 469325 | 1 | Light's Countenance
paladin | retribution | pve | 146956 | 1 | Light's Revocation
paladin | retribution | pve | 469416 | 1 | Lightbearer
paladin | retribution | pve | 431402 | 1 | Luminosity
paladin | retribution | pve | 431482 | 1 | Morning Star
paladin | retribution | pve | 385427 | 2 | Obduracy
paladin | retribution | pve | 458359 | 1 | Radiant Glory
paladin | retribution | pve | 96231 | 1 | Rebuke
paladin | retribution | pve | 96231 | 1 | Rebuke
paladin | retribution | pve | 469321 | 1 | Righteous Protection
paladin | retribution | pve | 407067 | 1 | Rush of Light
paladin | retribution | pve | 469337 | 1 | Sacred Strength
paladin | retribution | pve | 469337 | 1 | Sacred Strength
paladin | retribution | pve | 469337 | 1 | Sacred Strength
paladin | retribution | pve | 384820 | 1 | Sacrifice of the Just
paladin | retribution | pve | 402964 | 2 | Sanctified Plates
paladin | retribution | pve | 385450 | 2 | Seal of Might
paladin | retribution | pve | 431474 | 1 | Second Sunrise
paladin | retribution | pve | 405355 | 1 | Seething Flames
paladin | retribution | pve | 1261562 | 1 | Shield of Vengeance
paladin | retribution | pve | 431404 | 1 | Solar Grace
paladin | retribution | pve | 469316 | 1 | Stoicism
paladin | retribution | pve | 431413 | 1 | Sun Sear
paladin | retribution | pve | 431425 | 1 | Sun's Avatar
paladin | retribution | pve | 383228 | 1 | Swift Justice
paladin | retribution | pve | 10326 | 1 | Turn Evil
paladin | retribution | pve | 305394 | 1 | Unbound Freedom
paladin | retribution | pve | 305394 | 1 | Unbound Freedom
paladin | retribution | pve | 305394 | 1 | Unbound Freedom
paladin | retribution | pve | 114154 | 1 | Unbreakable Spirit
paladin | retribution | pve | 1241958 | 2 | Vengeful Wrath
